industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3220610,0,3220610,03/20/2023,2022
F07,Securities & Investment,1780691,105700,1886391,03/20/2023,2022
Q01,Republican/Conservative,1185400,28350,1213750,03/20/2023,2022
F10,Real Estate,709313,41000,750313,03/20/2023,2022
K01,Lawyers/Law Firms,421892,49500,471392,03/20/2023,2022
Q03,Leadership PACs,8500,359000,367500,03/20/2023,2022
H01,Health Professionals,307106,13000,320106,03/20/2023,2022
E01,Oil & Gas,220934,68000,288934,03/20/2023,2022
F03,Commercial Banks,143568,127500,271068,03/20/2023,2022
F09,Insurance,105400,149000,254400,03/20/2023,2022
