industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,71171,0,71171,03/20/2023,2022
F10,Real Estate,35550,5000,40550,03/20/2023,2022
F05,Credit Unions,16500,16000,32500,03/20/2023,2022
Q03,Leadership PACs,0,32500,32500,03/20/2023,2022
M03,Trucking,30660,1000,31660,03/20/2023,2022
Q01,Republican/Conservative,18104,11000,29104,03/20/2023,2022
C01,General Contractors,26150,2500,28650,03/20/2023,2022
E01,Oil & Gas,18600,6000,24600,03/20/2023,2022
N01,Food & Beverage,22550,1000,23550,03/20/2023,2022
M02,Automotive,15700,6000,21700,03/20/2023,2022
