industry_code,industry_name,indivs,pacs,total,last_updated,cycle
P04,Public Sector Unions,0,42000,42000,03/20/2023,2022
P03,Transportation Unions,0,39000,39000,03/20/2023,2022
M05,Sea Transport,14600,18500,33100,03/20/2023,2022
P01,Building Trade Unions,0,28500,28500,03/20/2023,2022
P02,Industrial Unions,0,27500,27500,03/20/2023,2022
K01,Lawyers/Law Firms,13200,14000,27200,03/20/2023,2022
M04,Railroads,0,21000,21000,03/20/2023,2022
H01,Health Professionals,9020,11000,20020,03/20/2023,2022
W06,Retired,18600,0,18600,03/20/2023,2022
P05,Misc Unions,0,17500,17500,03/20/2023,2022
