industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,239271,93500,332771,03/20/2023,2022
K01,Lawyers/Law Firms,238995,72968,311963,03/20/2023,2022
F10,Real Estate,258372,53500,311872,03/20/2023,2022
H01,Health Professionals,119288,156500,275788,03/20/2023,2022
F09,Insurance,72585,175000,247585,03/20/2023,2022
W06,Retired,178363,0,178363,03/20/2023,2022
Q03,Leadership PACs,0,177000,177000,03/20/2023,2022
Q05,Pro-Israel,131600,38700,170300,03/20/2023,2022
K02,Lobbyists,127055,0,127055,03/20/2023,2022
H03,Health Services/HMOs,39837,48500,88337,03/20/2023,2022
