industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,225167,0,225167,03/20/2023,2022
Q03,Leadership PACs,0,44500,44500,03/20/2023,2022
A09,Food Processing & Sales,41734,1250,42984,03/20/2023,2022
Q01,Republican/Conservative,31208,10000,41208,03/20/2023,2022
N15,Misc Manufacturing & Distributing,33550,1500,35050,03/20/2023,2022
Q05,Pro-Israel,23950,10000,33950,03/20/2023,2022
F10,Real Estate,21450,6000,27450,03/20/2023,2022
A01,Crop Production & Basic Processing,23625,0,23625,03/20/2023,2022
F03,Commercial Banks,13100,7000,20100,03/20/2023,2022
Q13,Gun Rights,11650,6000,17650,03/20/2023,2022
