industry_code,industry_name,indivs,pacs,total,last_updated,cycle
N07,Casinos/Gambling,68000,45000,113000,03/20/2023,2022
W06,Retired,75300,0,75300,03/20/2023,2022
F10,Real Estate,36150,11000,47150,03/20/2023,2022
C01,General Contractors,39400,6000,45400,03/20/2023,2022
Q01,Republican/Conservative,24350,13750,38100,03/20/2023,2022
K01,Lawyers/Law Firms,20800,13905,34705,03/20/2023,2022
Q03,Leadership PACs,0,29500,29500,03/20/2023,2022
H01,Health Professionals,5700,21000,26700,03/20/2023,2022
D01,Defense Aerospace,7800,16500,24300,03/20/2023,2022
F07,Securities & Investment,14100,10000,24100,03/20/2023,2022
