industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,9917,126500,136417,03/20/2023,2022
H04,Pharmaceuticals/Health Products,14012,92000,106012,03/20/2023,2022
K01,Lawyers/Law Firms,55055,27500,82555,03/20/2023,2022
F07,Securities & Investment,58780,0,58780,03/20/2023,2022
F10,Real Estate,22025,19000,41025,03/20/2023,2022
P04,Public Sector Unions,0,40500,40500,03/20/2023,2022
P01,Building Trade Unions,0,40000,40000,03/20/2023,2022
B09,Telecom Services,11604,28000,39604,03/20/2023,2022
W06,Retired,38282,0,38282,03/20/2023,2022
E08,Electric Utilities,0,37500,37500,03/20/2023,2022
