industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,3004303,0,3004303,03/20/2023,2022
Q01,Republican/Conservative,2226572,74405,2300977,03/20/2023,2022
F07,Securities & Investment,883225,22000,905225,03/20/2023,2022
F10,Real Estate,845082,38000,883082,03/20/2023,2022
Q03,Leadership PACs,0,743600,743600,03/20/2023,2022
H01,Health Professionals,487305,241375,728680,03/20/2023,2022
K01,Lawyers/Law Firms,387338,72700,460038,03/20/2023,2022
K02,Lobbyists,405196,1500,406696,03/20/2023,2022
E01,Oil & Gas,254409,141700,396109,03/20/2023,2022
N15,Misc Manufacturing & Distributing,287946,63200,351146,03/20/2023,2022
