industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,154812,0,154812,03/20/2023,2022
B12,Electronics Mfg & Equip,47310,72300,119610,03/20/2023,2022
P04,Public Sector Unions,0,118000,118000,03/20/2023,2022
D03,Misc Defense,46431,48900,95331,03/20/2023,2022
F10,Real Estate,82889,12000,94889,03/20/2023,2022
K01,Lawyers/Law Firms,43940,25500,69440,03/20/2023,2022
K02,Lobbyists,48148,0,48148,03/20/2023,2022
P03,Transportation Unions,1000,43400,44400,03/20/2023,2022
B09,Telecom Services,18150,22000,40150,03/20/2023,2022
F11,Accountants,3200,35000,38200,03/20/2023,2022
