industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K02,Lobbyists,142994,5000,147994,03/20/2023,2022
F10,Real Estate,115251,10500,125751,03/20/2023,2022
K01,Lawyers/Law Firms,77300,21500,98800,03/20/2023,2022
H01,Health Professionals,35005,59000,94005,03/20/2023,2022
W06,Retired,87528,0,87528,03/20/2023,2022
P01,Building Trade Unions,500,81000,81500,03/20/2023,2022
F07,Securities & Investment,78246,0,78246,03/20/2023,2022
H02,Hospitals/Nursing Homes,47250,20000,67250,03/20/2023,2022
P04,Public Sector Unions,0,53000,53000,03/20/2023,2022
H04,Pharmaceuticals/Health Products,33900,17400,51300,03/20/2023,2022
