industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q01,Republican/Conservative,302749,21500,324249,03/20/2023,2022
W06,Retired,245115,0,245115,03/20/2023,2022
F07,Securities & Investment,198402,1500,199902,03/20/2023,2022
E01,Oil & Gas,109194,22500,131694,03/20/2023,2022
F10,Real Estate,88508,7000,95508,03/20/2023,2022
K01,Lawyers/Law Firms,56877,11000,67877,03/20/2023,2022
Q03,Leadership PACs,0,52400,52400,03/20/2023,2022
C03,Special Trade Contractors,32165,6000,38165,03/20/2023,2022
A06,Livestock,34105,3000,37105,03/20/2023,2022
C04,Construction Services,27885,2500,30385,03/20/2023,2022
