industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F10,Real Estate,56100,43500,99600,03/20/2023,2022
M01,Air Transport,7000,84900,91900,03/20/2023,2022
D03,Misc Defense,16750,70000,86750,03/20/2023,2022
A01,Crop Production & Basic Processing,41050,35500,76550,03/20/2023,2022
K02,Lobbyists,71526,2000,73526,03/20/2023,2022
P03,Transportation Unions,0,64500,64500,03/20/2023,2022
K01,Lawyers/Law Firms,21200,41500,62700,03/20/2023,2022
Q03,Leadership PACs,0,62000,62000,03/20/2023,2022
Q05,Pro-Israel,36850,17500,54350,03/20/2023,2022
W06,Retired,48725,0,48725,03/20/2023,2022
