industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F07,Securities & Investment,116975,20000,136975,03/20/2023,2022
F10,Real Estate,49905,26000,75905,03/20/2023,2022
W06,Retired,75495,0,75495,03/20/2023,2022
D03,Misc Defense,5500,24000,29500,03/20/2023,2022
H01,Health Professionals,2400,26000,28400,03/20/2023,2022
P01,Building Trade Unions,0,25000,25000,03/20/2023,2022
Q10,Misc Issues,18900,5000,23900,03/20/2023,2022
M01,Air Transport,4000,19500,23500,03/20/2023,2022
P04,Public Sector Unions,0,22000,22000,03/20/2023,2022
N08,Lodging/Tourism,2250,19000,21250,03/20/2023,2022
