industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,506166,0,506166,03/20/2023,2022
K01,Lawyers/Law Firms,295790,11000,306790,03/20/2023,2022
F10,Real Estate,176355,6300,182655,03/20/2023,2022
Q03,Leadership PACs,28300,130500,158800,03/20/2023,2022
F07,Securities & Investment,149150,2000,151150,03/20/2023,2022
H01,Health Professionals,103455,41000,144455,03/20/2023,2022
Q02,Democratic/Liberal,71405,27500,98905,03/20/2023,2022
N05,Business Services,87890,0,87890,03/20/2023,2022
P01,Building Trade Unions,0,87000,87000,03/20/2023,2022
W04,Education,77306,0,77306,03/20/2023,2022
