industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,1075388,0,1075388,03/20/2023,2022
Q03,Leadership PACs,0,368650,368650,03/20/2023,2022
Q01,Republican/Conservative,282458,44600,327058,03/20/2023,2022
F10,Real Estate,277565,15000,292565,03/20/2023,2022
F07,Securities & Investment,234782,0,234782,03/20/2023,2022
E01,Oil & Gas,156558,35500,192058,03/20/2023,2022
K01,Lawyers/Law Firms,73009,2900,75909,03/20/2023,2022
C01,General Contractors,62089,5000,67089,03/20/2023,2022
Q16,Candidate Committees,0,66750,66750,03/20/2023,2022
M02,Automotive,49495,10000,59495,03/20/2023,2022
