industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,104661,0,104661,03/20/2023,2022
Q01,Republican/Conservative,45580,21000,66580,03/20/2023,2022
Q03,Leadership PACs,0,48500,48500,03/20/2023,2022
F10,Real Estate,41269,6000,47269,03/20/2023,2022
M02,Automotive,11550,15500,27050,03/20/2023,2022
K02,Lobbyists,23342,0,23342,03/20/2023,2022
B09,Telecom Services,1500,21000,22500,03/20/2023,2022
E08,Electric Utilities,500,20000,20500,03/20/2023,2022
E01,Oil & Gas,13100,7000,20100,03/20/2023,2022
A01,Crop Production & Basic Processing,6602,12500,19102,03/20/2023,2022
