industry_code,industry_name,indivs,pacs,total,last_updated,cycle
F10,Real Estate,61000,23500,84500,03/20/2023,2022
D03,Misc Defense,20000,29000,49000,03/20/2023,2022
W06,Retired,41735,0,41735,03/20/2023,2022
M01,Air Transport,5500,34000,39500,03/20/2023,2022
K02,Lobbyists,31400,0,31400,03/20/2023,2022
D02,Defense Electronics,6300,20000,26300,03/20/2023,2022
D01,Defense Aerospace,2900,23000,25900,03/20/2023,2022
Q05,Pro-Israel,12000,12150,24150,03/20/2023,2022
A01,Crop Production & Basic Processing,2500,21000,23500,03/20/2023,2022
C01,General Contractors,18400,3500,21900,03/20/2023,2022
