industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,190200,190200,03/20/2023,2022
W06,Retired,118033,0,118033,03/20/2023,2022
A01,Crop Production & Basic Processing,20600,33000,53600,03/20/2023,2022
Q16,Candidate Committees,0,51000,51000,03/20/2023,2022
A07,Agricultural Services/Products,4700,44000,48700,03/20/2023,2022
Q01,Republican/Conservative,2000,35500,37500,03/20/2023,2022
A06,Livestock,25884,10000,35884,03/20/2023,2022
F07,Securities & Investment,32750,0,32750,03/20/2023,2022
F09,Insurance,13550,18000,31550,03/20/2023,2022
M02,Automotive,6200,24500,30700,03/20/2023,2022
