industry_code,industry_name,indivs,pacs,total,last_updated,cycle
K01,Lawyers/Law Firms,1198463,73000,1271463,03/20/2023,2022
W06,Retired,868885,0,868885,03/20/2023,2022
F07,Securities & Investment,732478,26500,758978,03/20/2023,2022
Q03,Leadership PACs,0,382900,382900,03/20/2023,2022
F10,Real Estate,312417,45000,357417,03/20/2023,2022
K02,Lobbyists,246804,6500,253304,03/20/2023,2022
Q05,Pro-Israel,231513,11400,242913,03/20/2023,2022
W04,Education,226777,0,226777,03/20/2023,2022
B02,TV/Movies/Music,170707,48500,219207,03/20/2023,2022
B09,Telecom Services,118559,85500,204059,03/20/2023,2022
