industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,1017172,0,1017172,03/20/2023,2022
K01,Lawyers/Law Firms,821985,71000,892985,03/20/2023,2022
F07,Securities & Investment,417388,50000,467388,03/20/2023,2022
F10,Real Estate,356033,81510,437543,03/20/2023,2022
Q03,Leadership PACs,0,398900,398900,03/20/2023,2022
K02,Lobbyists,297555,3500,301055,03/20/2023,2022
H01,Health Professionals,245351,34250,279601,03/20/2023,2022
W04,Education,238564,0,238564,03/20/2023,2022
W02,Non-Profit Institutions,219067,1000,220067,03/20/2023,2022
W03,Civil Servants/Public Officials,202088,0,202088,03/20/2023,2022
