industry_code,industry_name,indivs,pacs,total,last_updated,cycle
N07,Casinos/Gambling,148300,0,148300,03/20/2023,2022
P04,Public Sector Unions,0,39000,39000,03/20/2023,2022
W06,Retired,26958,0,26958,03/20/2023,2022
Q02,Democratic/Liberal,17625,5000,22625,03/20/2023,2022
K01,Lawyers/Law Firms,7990,12500,20490,03/20/2023,2022
P01,Building Trade Unions,0,20000,20000,03/20/2023,2022
Q03,Leadership PACs,0,17400,17400,03/20/2023,2022
P02,Industrial Unions,0,17000,17000,03/20/2023,2022
P05,Misc Unions,0,16000,16000,03/20/2023,2022
F10,Real Estate,7180,8000,15180,03/20/2023,2022
