industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,532374,0,532374,03/20/2023,2022
F10,Real Estate,294918,7500,302418,03/20/2023,2022
Q03,Leadership PACs,0,268100,268100,03/20/2023,2022
F07,Securities & Investment,172052,0,172052,03/20/2023,2022
M02,Automotive,98101,7500,105601,03/20/2023,2022
F09,Insurance,66337,22000,88337,03/20/2023,2022
Q01,Republican/Conservative,47137,29800,76937,03/20/2023,2022
K01,Lawyers/Law Firms,71568,2500,74068,03/20/2023,2022
C01,General Contractors,45398,15000,60398,03/20/2023,2022
N05,Business Services,43922,2500,46422,03/20/2023,2022
