industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,87179,0,87179,03/20/2023,2022
A01,Crop Production & Basic Processing,33250,51500,84750,03/20/2023,2022
Q03,Leadership PACs,0,75200,75200,03/20/2023,2022
P03,Transportation Unions,0,64000,64000,03/20/2023,2022
F10,Real Estate,26200,30500,56700,03/20/2023,2022
F07,Securities & Investment,32900,22500,55400,03/20/2023,2022
Q01,Republican/Conservative,33105,21000,54105,03/20/2023,2022
M01,Air Transport,4400,41000,45400,03/20/2023,2022
P04,Public Sector Unions,0,41000,41000,03/20/2023,2022
F03,Commercial Banks,21250,17000,38250,03/20/2023,2022
