industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,203964,0,203964,03/20/2023,2022
H01,Health Professionals,70157,63250,133407,03/20/2023,2022
F10,Real Estate,125680,4000,129680,03/20/2023,2022
Q01,Republican/Conservative,84086,29500,113586,03/20/2023,2022
F07,Securities & Investment,107100,0,107100,03/20/2023,2022
Q03,Leadership PACs,0,86500,86500,03/20/2023,2022
A01,Crop Production & Basic Processing,17803,48000,65803,03/20/2023,2022
Q05,Pro-Israel,27506,10400,37906,03/20/2023,2022
N01,Food & Beverage,26150,8500,34650,03/20/2023,2022
C01,General Contractors,19200,11000,30200,03/20/2023,2022
