industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,0,107400,107400,03/20/2023,2022
W06,Retired,66213,0,66213,03/20/2023,2022
F10,Real Estate,26700,39000,65700,03/20/2023,2022
F09,Insurance,4250,41900,46150,03/20/2023,2022
A01,Crop Production & Basic Processing,6350,32500,38850,03/20/2023,2022
D03,Misc Defense,16200,22500,38700,03/20/2023,2022
M02,Automotive,16100,18500,34600,03/20/2023,2022
E08,Electric Utilities,0,33000,33000,03/20/2023,2022
F07,Securities & Investment,29843,2000,31843,03/20/2023,2022
M01,Air Transport,0,28000,28000,03/20/2023,2022
