industry_code,industry_name,indivs,pacs,total,last_updated,cycle
H01,Health Professionals,45800,250000,295800,03/20/2023,2022
W06,Retired,120990,0,120990,03/20/2023,2022
H04,Pharmaceuticals/Health Products,4700,85000,89700,03/20/2023,2022
Q02,Democratic/Liberal,49475,18500,67975,03/20/2023,2022
F07,Securities & Investment,44850,12500,57350,03/20/2023,2022
K01,Lawyers/Law Firms,28400,22750,51150,03/20/2023,2022
F10,Real Estate,28860,18000,46860,03/20/2023,2022
Q05,Pro-Israel,30550,10400,40950,03/20/2023,2022
H03,Health Services/HMOs,1525,35500,37025,03/20/2023,2022
F09,Insurance,0,37000,37000,03/20/2023,2022
