industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,543235,0,543235,03/20/2023,2022
Q03,Leadership PACs,0,417500,417500,03/20/2023,2022
F07,Securities & Investment,369651,47639,417290,03/20/2023,2022
E01,Oil & Gas,128794,236000,364794,03/20/2023,2022
K01,Lawyers/Law Firms,173228,93750,266978,03/20/2023,2022
H01,Health Professionals,72432,121500,193932,03/20/2023,2022
N13,Chemical & Related Manufacturing,30610,152400,183010,03/20/2023,2022
F09,Insurance,34587,145500,180087,03/20/2023,2022
E08,Electric Utilities,59615,110500,170115,03/20/2023,2022
K02,Lobbyists,166668,2800,169468,03/20/2023,2022
