industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,98764,0,98764,03/20/2023,2022
F10,Real Estate,62346,12500,74846,03/20/2023,2022
A01,Crop Production & Basic Processing,23150,37500,60650,03/20/2023,2022
F07,Securities & Investment,60455,0,60455,03/20/2023,2022
Q03,Leadership PACs,0,55500,55500,03/20/2023,2022
F09,Insurance,14775,39500,54275,03/20/2023,2022
W02,Non-Profit Institutions,29021,0,29021,03/20/2023,2022
D02,Defense Electronics,6300,19500,25800,03/20/2023,2022
K02,Lobbyists,24470,0,24470,03/20/2023,2022
C02,Home Builders,11150,5500,16650,03/20/2023,2022
