industry_code,industry_name,indivs,pacs,total,last_updated,cycle
Q03,Leadership PACs,48500,386940,435440,03/20/2023,2022
F07,Securities & Investment,258268,71250,329518,03/20/2023,2022
H01,Health Professionals,195085,108000,303085,03/20/2023,2022
W06,Retired,291606,0,291606,03/20/2023,2022
Q02,Democratic/Liberal,198896,41000,239896,03/20/2023,2022
K01,Lawyers/Law Firms,185005,42000,227005,03/20/2023,2022
F10,Real Estate,128113,89000,217113,03/20/2023,2022
F09,Insurance,19806,177500,197306,03/20/2023,2022
Q16,Candidate Committees,2000,117377,119377,03/20/2023,2022
N07,Casinos/Gambling,111200,7000,118200,03/20/2023,2022
