industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,163428,0,163428,03/20/2023,2022
F10,Real Estate,85969,10000,95969,03/20/2023,2022
Q05,Pro-Israel,75160,19500,94660,03/20/2023,2022
P01,Building Trade Unions,0,56000,56000,03/20/2023,2022
P04,Public Sector Unions,0,52500,52500,03/20/2023,2022
K01,Lawyers/Law Firms,29050,19000,48050,03/20/2023,2022
Q03,Leadership PACs,0,47500,47500,03/20/2023,2022
F07,Securities & Investment,41800,0,41800,03/20/2023,2022
A01,Crop Production & Basic Processing,8800,30000,38800,03/20/2023,2022
P02,Industrial Unions,0,36000,36000,03/20/2023,2022
