industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,191277,0,191277,03/20/2023,2022
Q03,Leadership PACs,0,189099,189099,03/20/2023,2022
F10,Real Estate,106528,5000,111528,03/20/2023,2022
F07,Securities & Investment,52740,0,52740,03/20/2023,2022
K01,Lawyers/Law Firms,39687,2000,41687,03/20/2023,2022
F09,Insurance,18350,21500,39850,03/20/2023,2022
Q01,Republican/Conservative,-9314,40000,30686,03/20/2023,2022
Q02,Democratic/Liberal,26438,3500,29938,03/20/2023,2022
P01,Building Trade Unions,0,24100,24100,03/20/2023,2022
Q16,Candidate Committees,0,24000,24000,03/20/2023,2022
