industry_code,industry_name,indivs,pacs,total,last_updated,cycle
W06,Retired,47506,0,47506,03/20/2023,2022
F07,Securities & Investment,16250,25000,41250,03/20/2023,2022
P04,Public Sector Unions,0,32500,32500,03/20/2023,2022
H01,Health Professionals,3852,28000,31852,03/20/2023,2022
K02,Lobbyists,30900,0,30900,03/20/2023,2022
K01,Lawyers/Law Firms,16700,10500,27200,03/20/2023,2022
F10,Real Estate,4700,22500,27200,03/20/2023,2022
N15,Misc Manufacturing & Distributing,25300,0,25300,03/20/2023,2022
C03,Special Trade Contractors,5250,17400,22650,03/20/2023,2022
H02,Hospitals/Nursing Homes,10775,5000,15775,03/20/2023,2022
